id,station,line_number,line_name,dt,passenger_cnt
345,Филёвский парк,13.0,ФИЛЁВСКАЯ,02.04.2024,1301.0
346,Филатов луг,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,9564.0
347,Физтех,18.0,ЛЮБЛИНСКАЯ,02.04.2024,2893.0
348,Университет,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,18249.0
349,Улица Скобелевская,1500.0,БУТОВСКАЯ ЛИНИЯ,02.04.2024,15679.0
350,Улица Дмитриевского,1779.0,НЕКРАСОВСКАЯ,02.04.2024,5505.0
351,Улица Горчакова,1500.0,БУТОВСКАЯ ЛИНИЯ,02.04.2024,14619.0
352,Улица Академика Янгеля,17.0,Серпуховско-Тимирязевская,02.04.2024,10931.0
353,Улица 1905 года,16.0,Таганско-краснопресненская,02.04.2024,7104.0
354,Угрешская,1698.0,Московское центральное кольцо,02.04.2024,8246.0
355,Тушинская,16.0,Таганско-краснопресненская,02.04.2024,12217.0
356,Тургеневская,15.0,КАЛУЖСКО-РИЖСКАЯ,02.04.2024,8122.0
357,Тульская,17.0,Серпуховско-Тимирязевская,02.04.2024,6864.0
358,Трубная,18.0,ЛЮБЛИНСКАЯ,02.04.2024,5011.0
359,Тропарёво,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,1543.0
360,Третьяковская,15.0,КАЛУЖСКО-РИЖСКАЯ,02.04.2024,1154.0
361,Третьяковская,14.0,КАЛИНИНСКАЯ,02.04.2024,7100.0
362,ТПУ Рязанская,1779.0,НЕКРАСОВСКАЯ,02.04.2024,19344.0
363,Тимирязевская,17.0,Серпуховско-Тимирязевская,02.04.2024,17467.0
364,Технопарк,9.0,ЗАМОСКВОРЕЦКАЯ,02.04.2024,18367.0
365,Терехово,1749.0,Большая кольцевая линия,02.04.2024,13327.0
366,Тёплый стан,15.0,КАЛУЖСКО-РИЖСКАЯ,02.04.2024,7466.0
367,Текстильщики,1749.0,Большая кольцевая линия,02.04.2024,18422.0
368,Текстильщики,16.0,Таганско-краснопресненская,02.04.2024,1118.0
369,Театральная,9.0,ЗАМОСКВОРЕЦКАЯ,02.04.2024,8635.0
370,Тверская,9.0,ЗАМОСКВОРЕЦКАЯ,02.04.2024,8409.0
371,Таганская,609.0,КОЛЬЦЕВАЯ,02.04.2024,5495.0
372,Таганская,16.0,Таганско-краснопресненская,02.04.2024,14311.0
373,Сходненская,16.0,Таганско-краснопресненская,02.04.2024,19574.0
374,Сухаревская,15.0,КАЛУЖСКО-РИЖСКАЯ,02.04.2024,1483.0
375,Студенческая,13.0,ФИЛЁВСКАЯ,02.04.2024,6833.0
376,Строгино,12.0,Арбатско-Покровская,02.04.2024,14061.0
377,Стрешнево,1698.0,Московское центральное кольцо,02.04.2024,13255.0
378,Стенд,609.0,КОЛЬЦЕВАЯ,02.04.2024,5366.0
379,Стахановская,1779.0,НЕКРАСОВСКАЯ,02.04.2024,18598.0
380,Старокачаловская,1500.0,БУТОВСКАЯ ЛИНИЯ,02.04.2024,2355.0
381,Сретенский Бульвар,18.0,ЛЮБЛИНСКАЯ,02.04.2024,18290.0
382,Спортивная,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,5511.0
383,Спартак,16.0,Таганско-краснопресненская,02.04.2024,5198.0
384,Солнцево,1691.0,Солнцевская,02.04.2024,18605.0
385,Сокольники,1749.0,Большая кольцевая линия,02.04.2024,2735.0
386,Сокольники,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,10083.0
387,Соколиная Гора,1698.0,Московское центральное кольцо,02.04.2024,18525.0
388,Сокол,9.0,ЗАМОСКВОРЕЦКАЯ,02.04.2024,4221.0
389,Смоленская,12.0,Арбатско-Покровская,02.04.2024,18117.0
390,Смоленская,13.0,ФИЛЁВСКАЯ,02.04.2024,14977.0
391,Славянский бульвар,12.0,Арбатско-Покровская,02.04.2024,14599.0
392,Серпуховская,17.0,Серпуховско-Тимирязевская,02.04.2024,2423.0
393,Семёновская,12.0,Арбатско-Покровская,02.04.2024,9219.0
394,Селигерская,18.0,ЛЮБЛИНСКАЯ,02.04.2024,18171.0
395,Севастопольская,17.0,Серпуховско-Тимирязевская,02.04.2024,13625.0
396,Свиблово,15.0,КАЛУЖСКО-РИЖСКАЯ,02.04.2024,9181.0
397,Саларьево,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,19109.0
398,Савёловская,1749.0,Большая кольцевая линия,02.04.2024,19755.0
399,Савёловская,17.0,Серпуховско-Тимирязевская,02.04.2024,10430.0
400,Рязанский Проспект,16.0,Таганско-краснопресненская,02.04.2024,14048.0
401,Румянцево,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,10169.0
402,Ростокино,1698.0,Московское центральное кольцо,02.04.2024,2112.0
403,Римская,18.0,ЛЮБЛИНСКАЯ,02.04.2024,8269.0
404,Рижская,15.0,КАЛУЖСКО-РИЖСКАЯ,02.04.2024,5114.0
405,Рижская,1749.0,Большая кольцевая линия,02.04.2024,1113.0
406,Речной вокзал,9.0,ЗАМОСКВОРЕЦКАЯ,02.04.2024,8643.0
407,Рассказовка,1691.0,Солнцевская,02.04.2024,1042.0
408,Раменки,14.0,КАЛИНИНСКАЯ,02.04.2024,11683.0
409,Раменки,1691.0,Солнцевская,02.04.2024,14240.0
410,Пятницкое шоссе,12.0,Арбатско-Покровская,02.04.2024,13657.0
411,Пыхтино,1691.0,Солнцевская,02.04.2024,16045.0
412,Пушкинская,16.0,Таганско-краснопресненская,02.04.2024,18052.0
413,Профсоюзная,15.0,КАЛУЖСКО-РИЖСКАЯ,02.04.2024,1518.0
414,Проспект Мира,15.0,КАЛУЖСКО-РИЖСКАЯ,02.04.2024,8532.0
415,Проспект Мира,609.0,КОЛЬЦЕВАЯ,02.04.2024,5669.0
416,Проспект Вернадского,1749.0,Большая кольцевая линия,02.04.2024,2208.0
417,Проспект Вернадского,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,11774.0
418,Пролетарская,16.0,Таганско-краснопресненская,02.04.2024,8993.0
419,Прокшино,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,3646.0
420,Преображенская площадь,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,1132.0
421,Пражская,17.0,Серпуховско-Тимирязевская,02.04.2024,14043.0
422,Полянка,17.0,Серпуховско-Тимирязевская,02.04.2024,4749.0
423,Полежаевская,16.0,Таганско-краснопресненская,02.04.2024,1034.0
424,Площадь Революции,12.0,Арбатско-Покровская,02.04.2024,9222.0
425,Площадь Ильича,14.0,КАЛИНИНСКАЯ,02.04.2024,9159.0
426,Площадь Гагарина,1698.0,Московское центральное кольцо,02.04.2024,10454.0
427,Планерная,16.0,Таганско-краснопресненская,02.04.2024,12747.0
428,Пионерская,13.0,ФИЛЁВСКАЯ,02.04.2024,10948.0
429,Печатники,1749.0,Большая кольцевая линия,02.04.2024,15531.0
430,Печатники,18.0,ЛЮБЛИНСКАЯ,02.04.2024,1143.0
431,Петровско-Разумовская,17.0,Серпуховско-Тимирязевская,02.04.2024,14465.0
432,Петровско-Разумовская,18.0,ЛЮБЛИНСКАЯ,02.04.2024,10592.0
433,Петровский парк,1691.0,Солнцевская,02.04.2024,16296.0
434,Петровский парк,1749.0,Большая кольцевая линия,02.04.2024,4929.0
435,Перово,14.0,КАЛИНИНСКАЯ,02.04.2024,17064.0
436,Первомайская,12.0,Арбатско-Покровская,02.04.2024,3221.0
437,Партизанская,12.0,Арбатско-Покровская,02.04.2024,11918.0
438,Парк Победы,12.0,Арбатско-Покровская,02.04.2024,17088.0
439,Парк Победы,1691.0,Солнцевская,02.04.2024,6876.0
440,Парк культуры,609.0,КОЛЬЦЕВАЯ,02.04.2024,17582.0
441,Парк культуры,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,12391.0
442,Панфиловская,1698.0,Московское центральное кольцо,02.04.2024,12915.0
443,Павелецкая,9.0,ЗАМОСКВОРЕЦКАЯ,02.04.2024,1121.0
444,Павелецкая,609.0,КОЛЬЦЕВАЯ,02.04.2024,6004.0
445,Охотный ряд,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,7671.0
446,Отрадное,17.0,Серпуховско-Тимирязевская,02.04.2024,13333.0
447,Орехово,9.0,ЗАМОСКВОРЕЦКАЯ,02.04.2024,3636.0
448,Ольховая,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,14250.0
449,Октябрьское поле,16.0,Таганско-краснопресненская,02.04.2024,12500.0
450,Октябрьская,609.0,КОЛЬЦЕВАЯ,02.04.2024,4584.0
451,Октябрьская,15.0,КАЛУЖСКО-РИЖСКАЯ,02.04.2024,16687.0
452,Окская,1779.0,НЕКРАСОВСКАЯ,02.04.2024,13400.0
453,Окружная,18.0,ЛЮБЛИНСКАЯ,02.04.2024,6500.0
454,Окружная,1698.0,Московское центральное кольцо,02.04.2024,19472.0
455,Озёрная,1691.0,Солнцевская,02.04.2024,14746.0
456,Новые Черёмушки,15.0,КАЛУЖСКО-РИЖСКАЯ,02.04.2024,15800.0
457,Новоясеневская,15.0,КАЛУЖСКО-РИЖСКАЯ,02.04.2024,11298.0
458,Новохохловская,1698.0,Московское центральное кольцо,02.04.2024,18008.0
459,Новослободская,609.0,КОЛЬЦЕВАЯ,02.04.2024,10840.0
460,Новопеределкино,1691.0,Солнцевская,02.04.2024,17285.0
461,Новокузнецкая,9.0,ЗАМОСКВОРЕЦКАЯ,02.04.2024,7997.0
462,Новокосино,14.0,КАЛИНИНСКАЯ,02.04.2024,13067.0
463,Новогиреево,14.0,КАЛИНИНСКАЯ,02.04.2024,10099.0
464,Новаторская,1749.0,Большая кольцевая линия,02.04.2024,7350.0
465,Нижегородская,1698.0,Московское центральное кольцо,02.04.2024,1668.0
466,Нижегородская,1749.0,Большая кольцевая линия,02.04.2024,1525.0
467,Нижегородская,1779.0,НЕКРАСОВСКАЯ,02.04.2024,14810.0
468,Некрасовка,1779.0,НЕКРАСОВСКАЯ,02.04.2024,2954.0
469,Нахимовский Проспект,17.0,Серпуховско-Тимирязевская,02.04.2024,8381.0
470,Народное Ополчение,1749.0,Большая кольцевая линия,02.04.2024,19752.0
471,Нагорная,17.0,Серпуховско-Тимирязевская,02.04.2024,1906.0
472,Нагатинский затон,1749.0,Большая кольцевая линия,02.04.2024,10771.0
473,Нагатинская,17.0,Серпуховско-Тимирязевская,02.04.2024,7498.0
474,Мякинино,12.0,Арбатско-Покровская,02.04.2024,18319.0
475,Москва-Сити,1698.0,Московское центральное кольцо,02.04.2024,14744.0
476,Молодёжная,12.0,Арбатско-Покровская,02.04.2024,17317.0
477,Мнёвники,1749.0,Большая кольцевая линия,02.04.2024,8634.0
478,Мичуринский проспект,1749.0,Большая кольцевая линия,02.04.2024,18288.0
479,Мичуринский проспект,1691.0,Солнцевская,02.04.2024,14063.0
480,Митино,12.0,Арбатско-Покровская,02.04.2024,11278.0
481,Минская,14.0,КАЛИНИНСКАЯ,02.04.2024,2487.0
482,Минская,1691.0,Солнцевская,02.04.2024,4486.0
483,Менделеевская,17.0,Серпуховско-Тимирязевская,02.04.2024,8531.0
484,Медведково,15.0,КАЛУЖСКО-РИЖСКАЯ,02.04.2024,13346.0
485,Маяковская,9.0,ЗАМОСКВОРЕЦКАЯ,02.04.2024,15401.0
486,Марьино,18.0,ЛЮБЛИНСКАЯ,02.04.2024,10499.0
487,Марьина Роща,1749.0,Большая кольцевая линия,02.04.2024,19000.0
488,Марьина Роща,18.0,ЛЮБЛИНСКАЯ,02.04.2024,7152.0
489,Марксистская,14.0,КАЛИНИНСКАЯ,02.04.2024,16896.0
490,Люблино,18.0,ЛЮБЛИНСКАЯ,02.04.2024,10661.0
491,Лухмановская,1779.0,НЕКРАСОВСКАЯ,02.04.2024,7055.0
492,Лужники,1698.0,Московское центральное кольцо,02.04.2024,11245.0
493,Лубянка,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,15482.0
494,Ломоносовский проспект,14.0,КАЛИНИНСКАЯ,02.04.2024,1541.0
495,Ломоносовский проспект,1691.0,Солнцевская,02.04.2024,7795.0
496,Локомотив,1698.0,Московское центральное кольцо,02.04.2024,5063.0
497,Лихоборы,1698.0,Московское центральное кольцо,02.04.2024,5118.0
498,Лианозово,18.0,ЛЮБЛИНСКАЯ,02.04.2024,8499.0
499,Лефортово,1749.0,Большая кольцевая линия,02.04.2024,3072.0
500,Лефортово,1779.0,НЕКРАСОВСКАЯ,02.04.2024,14483.0
501,Лесопарковая,1500.0,БУТОВСКАЯ ЛИНИЯ,02.04.2024,16624.0
502,Лермонтовский проспект,16.0,Таганско-краснопресненская,02.04.2024,4877.0
503,Ленинский Проспект,15.0,КАЛУЖСКО-РИЖСКАЯ,02.04.2024,17874.0
504,Кутузовская,1698.0,Московское центральное кольцо,02.04.2024,19934.0
505,Кутузовская,13.0,ФИЛЁВСКАЯ,02.04.2024,8262.0
506,Курская,12.0,Арбатско-Покровская,02.04.2024,15907.0
507,Курская,609.0,КОЛЬЦЕВАЯ,02.04.2024,6508.0
508,Кунцевская,12.0,Арбатско-Покровская,02.04.2024,15058.0
509,Кунцевская,1749.0,Большая кольцевая линия,02.04.2024,13152.0
510,Кунцевская,13.0,ФИЛЁВСКАЯ,02.04.2024,14357.0
511,Кузьминки,16.0,Таганско-краснопресненская,02.04.2024,11596.0
512,Кузнецкий мост,16.0,Таганско-краснопресненская,02.04.2024,19994.0
513,Крымская,1698.0,Московское центральное кольцо,02.04.2024,6842.0
514,Крылатское,12.0,Арбатско-Покровская,02.04.2024,18326.0
515,Кропоткинская,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,5076.0
516,Крестьянская застава,18.0,ЛЮБЛИНСКАЯ,02.04.2024,5579.0
517,Красные ворота,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,7139.0
518,Красносельская,8.0,СОКОЛЬНИЧЕСКАЯ,02.04.2024,19339.0
